,Deviation,Error_L1_mean,Error_L2_mean,K,RMS_noisy_mean,RMS_true_mean,SNR,accuracy_mean,delta,lambda,precision_mean,recall_mean,thresh
20,2.5e-05,1.2019048639375614,0.11926850913677077,50,3.1475484722217674e-09,3.513552016432915e-09,6407779.129659012,0.579047619047619,0.0001291549665014884,1e-10,0.2847363657925585,0.8597063492063494,0.01
21,2.5e-05,1.2025224317554102,0.1194088207405448,50,3.884831175768479e-09,4.287120702339903e-09,6407779.129659012,0.5785714285714287,0.0001291549665014884,1e-09,0.28701090060673473,0.8572063492063494,0.01
22,2.5e-05,1.2049280559969464,0.11955583684838153,50,4.67290950445559e-09,5.1029940438266825e-09,6407779.129659012,0.5747619047619048,0.0001291549665014884,1e-08,0.2824626636302135,0.8583253968253969,0.01
23,2.5e-05,1.2029411728154815,0.11878716211742703,50,1.2483144296001554e-08,1.2996893229387538e-08,6407779.129659012,0.5690476190476191,0.0001291549665014884,1e-07,0.2841997826396733,0.8635158730158728,0.01
24,2.5e-05,1.2325769607332056,0.13075712560453578,50,3.00859646675051e-07,2.999947431803452e-07,6407779.129659012,0.5700000000000001,0.0001291549665014884,1e-06,0.2697865589558152,0.8293968253968256,0.01
25,2.5e-05,1.2477003256153671,0.13139113231978855,50,2.3232931088809502e-07,2.315193119342116e-07,6407779.129659012,0.5942857142857143,0.0001291549665014884,1e-05,0.2789852105248767,0.8075317460317465,0.01
26,2.5e-05,1.2643362118786565,0.13344950176615322,50,7.540855755847176e-07,7.550146080394487e-07,6407779.129659012,0.6085714285714287,0.0001291549665014884,0.0001,0.2853643391179942,0.7901904761904764,0.01
27,2.5e-05,1.7733087292648972,0.6092432131581907,50,0.0017549700698900955,0.0017550383947963527,6407779.129659012,0.5833333333333335,0.0001291549665014884,0.001,0.26245150784501964,0.7642380952380955,0.01
28,2.5e-05,1.4379769928042347,0.19170940509946077,50,0.00022976387893529172,0.00022971221545753845,6407779.129659012,0.58,0.0001291549665014884,0.01,0.26202600774730817,0.7678809523809527,0.01
29,2.5e-05,1.4755606635767797,0.2509314665557755,50,0.0007767541248185688,0.0007767396418140429,6407779.129659012,0.6190476190476193,0.0001291549665014884,0.1,0.2566319685044948,0.622325396825397,0.01
30,2.5e-05,1.202449713191843,0.11931162796204874,50,3.0799606745960778e-09,3.4837216672173092e-09,6407779.129659012,0.5790476190476191,0.0004641588833612782,1e-10,0.284208433057495,0.8597063492063494,0.01
31,2.5e-05,1.2024966784735975,0.11931730121518327,50,3.0322152389406203e-09,3.4530814024308587e-09,6407779.129659012,0.5776190476190476,0.0004641588833612782,1e-09,0.2848160057251166,0.8597063492063494,0.01
32,2.5e-05,1.2034378860276806,0.11948258421524449,50,4.3007961592017344e-09,4.701598062277311e-09,6407779.129659012,0.5785714285714287,0.0004641588833612782,1e-08,0.2852096228396675,0.8597063492063494,0.01
33,2.5e-05,1.2047878397216139,0.11916295856833607,50,6.435376198114118e-09,6.85847352356186e-09,6407779.129659012,0.5704761904761907,0.0004641588833612782,1e-07,0.2792568134722117,0.8546349206349205,0.01
34,2.5e-05,1.2161123781551313,0.12381541086614033,50,1.1710861794657428e-07,1.1697518198380023e-07,6407779.129659012,0.580952380952381,0.0004641588833612782,1e-06,0.2828369744324882,0.8404682539682541,0.01
35,2.5e-05,1.2333905428458096,0.13360715863276595,50,2.3276706883298765e-07,2.3220763925418342e-07,6407779.129659012,0.6576190476190479,0.0004641588833612782,1e-05,0.3053509956712945,0.7350317460317461,0.01
36,2.5e-05,1.2511574883655978,0.14228516226226035,50,1.0623285216302677e-06,1.0644664874134978e-06,6407779.129659012,0.6780952380952383,0.0004641588833612782,0.0001,0.31407251801010055,0.6726111111111112,0.01
37,2.5e-05,1.357886979007108,0.16911130309682001,50,1.4105141957192423e-05,1.4112897433036694e-05,6407779.129659012,0.6452380952380956,0.0004641588833612782,0.001,0.2842450666076122,0.6684047619047621,0.01
38,2.5e-05,1.4335253122180514,0.2318882906824912,50,0.0005413419415001272,0.0005412853571655498,6407779.129659012,0.6833333333333335,0.0004641588833612782,0.01,0.27885566027203534,0.5374523809523809,0.01
39,2.5e-05,1.476914901941084,0.2930459450843976,50,0.00041600038876257685,0.00041601750749682475,6407779.129659012,0.7409523809523809,0.0004641588833612782,0.1,0.3180479651067887,0.40415873015873016,0.01
40,2.5e-05,1.201520729965853,0.11923458841071805,50,2.8310993802002307e-09,3.254812817207487e-09,6407779.129659012,0.5790476190476191,0.0016681005372000592,1e-10,0.28209712195480463,0.8557063492063494,0.01
41,2.5e-05,1.203187127371227,0.11939715633950744,50,3.497463731506155e-09,3.928735297621197e-09,6407779.129659012,0.5785714285714286,0.0016681005372000592,1e-09,0.28233361488345554,0.8557063492063494,0.01
42,2.5e-05,1.2026321620513858,0.11936834288583274,50,3.331474559241586e-09,3.735719580273936e-09,6407779.129659012,0.5795238095238097,0.0016681005372000592,1e-08,0.28503148285946805,0.8572063492063494,0.01
43,2.5e-05,1.2031365410454467,0.11952446765582066,50,5.8026405106196014e-09,6.216641989385703e-09,6407779.129659012,0.5738095238095239,0.0016681005372000592,1e-07,0.2834531977197615,0.8524920634920636,0.01
44,2.5e-05,1.2047555612632197,0.12082332272748227,50,2.432123246698296e-08,2.4550764361086602e-08,6407779.129659012,0.6014285714285713,0.0016681005372000592,1e-06,0.2966779478470948,0.8262222222222222,0.01
45,2.5e-05,1.2040750860870788,0.1426300817170221,50,2.503565767130852e-07,2.4983788843638733e-07,6407779.129659012,0.731904761904762,0.0016681005372000592,1e-05,0.3565125913817865,0.6467380952380952,0.01
46,2.5e-05,1.2757113184337185,0.17695665382532247,50,4.290706732952675e-06,4.285764490727281e-06,6407779.129659012,0.7414285714285714,0.0016681005372000592,0.0001,0.35259340659340654,0.5126111111111111,0.01
47,2.5e-05,1.2708517489702227,0.17625489881976728,50,1.0504983250604747e-05,1.0510823192085254e-05,6407779.129659012,0.7490476190476189,0.0016681005372000592,0.001,0.3613851214145332,0.5085634920634919,0.01
48,2.5e-05,1.4410141803283016,0.2797182113342456,50,6.034316311141782e-05,6.035359934100924e-05,6407779.129659012,0.7795238095238094,0.0016681005372000592,0.01,0.36626334776334774,0.32288095238095244,0.01
49,2.5e-05,1.7057870005350528,0.559419434209012,50,0.0005170102655707409,0.000517069249012274,6407779.129659012,0.8066666666666669,0.0016681005372000592,0.1,0.3934920634920635,0.16308730158730161,0.01
50,2.5e-05,1.2026763553809832,0.11932163018257404,50,3.1442972653119597e-09,3.5705627218486017e-09,6407779.129659012,0.5790476190476191,0.005994842503189409,1e-10,0.2832921768998596,0.8557063492063494,0.01
51,2.5e-05,1.2012539349064413,0.11919595445492329,50,2.951736603895446e-09,3.392290131210861e-09,6407779.129659012,0.5790476190476191,0.005994842503189409,1e-09,0.28165886593249173,0.8557063492063494,0.01
52,2.5e-05,1.200290477343646,0.11921016900576908,50,2.5430696125460864e-09,2.9827306249954157e-09,6407779.129659012,0.583809523809524,0.005994842503189409,1e-08,0.2874287328059083,0.8572063492063494,0.01
53,2.5e-05,1.2004321333869674,0.11960593591343521,50,3.8701134481818254e-09,4.11971372705879e-09,6407779.129659012,0.5804761904761906,0.005994842503189409,1e-07,0.2809085066536202,0.8474920634920636,0.01
54,2.5e-05,1.1925965017997804,0.12194067387489944,50,1.3282021653834234e-08,1.3660347406995482e-08,6407779.129659012,0.6390476190476192,0.005994842503189409,1e-06,0.30870766156489005,0.7856269841269843,0.01
55,2.5e-05,1.1710480317586254,0.16557591351794565,50,2.879634636329548e-07,2.879160863325079e-07,6407779.129659012,0.7885714285714284,0.005994842503189409,1e-05,0.42122305472305477,0.5156269841269843,0.01
56,2.5e-05,1.3345717676417048,0.2629642152089255,50,2.5856317764541184e-06,2.5893407366002913e-06,6407779.129659012,0.8009523809523809,0.005994842503189409,0.0001,0.42617322291235327,0.3432063492063493,0.01
57,2.5e-05,1.3736827063098804,0.34211554442048325,50,1.906970968644287e-05,1.9080416512663986e-05,6407779.129659012,0.8157142857142858,0.005994842503189409,0.001,0.460015873015873,0.28725396825396826,0.01
58,2.5e-05,1.9663197231410572,1.3970136087617346,50,0.0010304676743302865,0.0010305588305676776,6407779.129659012,0.8047619047619046,0.005994842503189409,0.01,0.3218888888888889,0.14773015873015874,0.01
59,2.5e-05,1.8364164488077523,0.9420115840960347,50,0.0011988070989079518,0.0011988576149206142,6407779.129659012,0.819047619047619,0.005994842503189409,0.1,0.38,0.0784126984126984,0.01
60,2.5e-05,1.2025343096820211,0.11930041302501412,50,3.129272973344949e-09,3.550821353816655e-09,6407779.129659012,0.5795238095238096,0.021544346900318846,1e-10,0.28346421991061227,0.8557063492063494,0.01
61,2.5e-05,1.2015033644050408,0.11919989579566449,50,2.8336304605526653e-09,3.2572297277200758e-09,6407779.129659012,0.5795238095238096,0.021544346900318846,1e-09,0.28279603910414763,0.8557063492063494,0.01
62,2.5e-05,1.2006481760351373,0.11922165703748708,50,2.512359491593123e-09,2.9183416773828714e-09,6407779.129659012,0.5814285714285715,0.021544346900318846,1e-08,0.2828706223919244,0.8532063492063493,0.01
63,2.5e-05,1.1978280144626134,0.11928680860647851,50,2.6728451682145924e-09,3.0436792753704993e-09,6407779.129659012,0.5871428571428572,0.021544346900318846,1e-07,0.2936533780992953,0.8543492063492066,0.01
64,2.5e-05,1.1982250123349598,0.1258659307172049,50,1.105785580191304e-08,1.1519258080858412e-08,6407779.129659012,0.6485714285714286,0.021544346900318846,1e-06,0.3165390786590411,0.759873015873016,0.01
65,2.5e-05,1.1748045790152217,0.1793127862466784,50,1.7920604276037088e-07,1.8109657327071314e-07,6407779.129659012,0.7995238095238096,0.021544346900318846,1e-05,0.43553357753357747,0.4575714285714285,0.01
66,2.5e-05,1.374335550279568,0.3085015119065933,50,3.944058287028452e-06,3.941022747525594e-06,6407779.129659012,0.8090476190476192,0.021544346900318846,0.0001,0.4173333333333332,0.2792777777777778,0.01
67,2.5e-05,1.5492672760461332,0.4795386032762855,50,3.339939757864336e-05,3.339786668918563e-05,6407779.129659012,0.818095238095238,0.021544346900318846,0.001,0.4316666666666666,0.20169841269841265,0.01
68,2.5e-05,1.6583197685716993,0.6420444222777192,50,0.000299651947847842,0.000299718567598452,6407779.129659012,0.8233333333333333,0.021544346900318846,0.01,0.47733333333333344,0.1423730158730159,0.01
69,2.5e-05,1.7833007812337527,0.9078623697506432,50,0.0030524901176424784,0.0030524432027716902,6407779.129659012,0.8257142857142856,0.021544346900318846,0.1,0.425,0.09043650793650794,0.01
70,2.5e-05,1.2025280162869298,0.1192955248614118,50,3.1323899584068514e-09,3.5512487084474196e-09,6407779.129659012,0.579047619047619,0.07742636826811278,1e-10,0.2832010620158754,0.8557063492063494,0.01
71,2.5e-05,1.20251433693093,0.11929882141300586,50,3.128004190020589e-09,3.5463024190825265e-09,6407779.129659012,0.5800000000000001,0.07742636826811278,1e-09,0.2838318669694358,0.8557063492063494,0.01
72,2.5e-05,1.2016079188211832,0.11923758928178187,50,2.8116427358909677e-09,3.2164958275582233e-09,6407779.129659012,0.5795238095238096,0.07742636826811278,1e-08,0.28245290397840384,0.8557063492063494,0.01
73,2.5e-05,1.2012611781467013,0.11928079903127961,50,2.9806873872324833e-09,3.3927438087189138e-09,6407779.129659012,0.5823809523809526,0.07742636826811278,1e-07,0.28582294128464797,0.8572063492063494,0.01
74,2.5e-05,1.184632368468002,0.12061101642025944,50,3.5004492733914518e-09,3.825586526923632e-09,6407779.129659012,0.6071428571428572,0.07742636826811278,1e-06,0.3067467091359767,0.8150634920634922,0.01
75,2.5e-05,1.2447236620149889,0.20250360847429524,50,1.3921755256299565e-07,1.3844391164944524e-07,6407779.129659012,0.7823809523809526,0.07742636826811278,1e-05,0.40160622710622706,0.41669047619047617,0.01
76,2.5e-05,1.4368586490705222,0.33374601914520696,50,3.0264199471874484e-06,3.0263921610049e-06,6407779.129659012,0.7923809523809523,0.07742636826811278,0.0001,0.3647142857142856,0.25003174603174605,0.01
77,2.5e-05,1.550323244561939,0.4872747061857068,50,3.125342009430562e-05,3.127343035827576e-05,6407779.129659012,0.8090476190476189,0.07742636826811278,0.001,0.389,0.19844444444444442,0.01
78,2.5e-05,1.7163069340855128,0.7885471575347296,50,0.0004065417515481092,0.00040655292916904755,6407779.129659012,0.8199999999999998,0.07742636826811278,0.01,0.4233333333333333,0.108484126984127,0.01
79,2.5e-05,1.8209193778224184,0.9524414739745884,50,0.004205763496220083,0.0042056486463382895,6407779.129659012,0.8223809523809525,0.07742636826811278,0.1,0.37,0.07365079365079363,0.01
80,2.5e-05,1.2022478060203785,0.11927621681147912,50,3.0818626639936584e-09,3.5021956649680847e-09,6407779.129659012,0.5800000000000001,0.2782559402207126,1e-10,0.2838318669694358,0.8557063492063494,0.01
81,2.5e-05,1.2025305615883208,0.11929605241582236,50,3.13417060705485e-09,3.552780423892247e-09,6407779.129659012,0.5795238095238096,0.2782559402207126,1e-09,0.28346421991061227,0.8557063492063494,0.01
82,2.5e-05,1.202529771682731,0.1192986990607039,50,3.1373458582481745e-09,3.5490886853068013e-09,6407779.129659012,0.5800000000000001,0.2782559402207126,1e-08,0.2838318669694358,0.8557063492063494,0.01
83,2.5e-05,1.201409490604585,0.11922870331799257,50,2.769317810212896e-09,3.113161990423237e-09,6407779.129659012,0.5790476190476191,0.2782559402207126,1e-07,0.28119472848250016,0.8532063492063493,0.01
84,2.5e-05,1.1964136237071104,0.11896148052289628,50,2.576390593945338e-09,2.9510329915716446e-09,6407779.129659012,0.5847619047619049,0.2782559402207126,1e-06,0.2930857987975055,0.8543492063492066,0.01
85,2.5e-05,1.1739149603878942,0.1399727587748613,50,9.607553151089913e-09,9.873862841584047e-09,6407779.129659012,0.6695238095238097,0.2782559402207126,1e-05,0.3173298412037995,0.6429285714285714,0.01
86,2.5e-05,1.3812963996687138,0.3200945464181364,50,1.0410741460825577e-06,1.0371503144576616e-06,6407779.129659012,0.7799999999999999,0.2782559402207126,0.0001,0.3345476190476191,0.2682777777777779,0.01
87,2.5e-05,1.5152017916978313,0.4133916225041859,50,1.0562441029998415e-05,1.0562004478159542e-05,6407779.129659012,0.7938095238095236,0.2782559402207126,0.001,0.3383333333333334,0.208484126984127,0.01
88,2.5e-05,1.6821996740471716,0.6753454628930012,50,0.00018131677858858425,0.00018132137119223683,6407779.129659012,0.8085714285714286,0.2782559402207126,0.01,0.34500000000000003,0.1376507936507937,0.01
89,2.5e-05,1.7780472268493817,0.9698755176970749,50,0.0020258482280119585,0.002026039671608376,6407779.129659012,0.8247619047619048,0.2782559402207126,0.1,0.4033333333333334,0.07376190476190476,0.01
90,2.5e-05,1.2025168720829882,0.11929563220790038,50,3.1307865309988485e-09,3.5463322532538634e-09,6407779.129659012,0.5795238095238096,1.0,1e-10,0.28346421991061227,0.8557063492063494,0.01
91,2.5e-05,1.20224726032531,0.11927618552170804,50,3.081869238469129e-09,3.502281717208299e-09,6407779.129659012,0.5800000000000001,1.0,1e-09,0.2838318669694358,0.8557063492063494,0.01
92,2.5e-05,1.202524142290907,0.11929585715305682,50,3.1338514574943564e-09,3.552840708025748e-09,6407779.129659012,0.5795238095238096,1.0,1e-08,0.28346421991061227,0.8557063492063494,0.01
93,2.5e-05,1.20247737125407,0.1192929329728099,50,3.129580385481034e-09,3.548091048993003e-09,6407779.129659012,0.5795238095238096,1.0,1e-07,0.28240329554086435,0.8557063492063494,0.01
94,2.5e-05,1.2012223030695666,0.11923280871303392,50,3.0828826640016403e-09,3.4152547781523283e-09,6407779.129659012,0.5804761904761906,1.0,1e-06,0.28628264057041225,0.8572063492063494,0.01
95,2.5e-05,1.193353353233952,0.11871469888741772,50,2.610994049338725e-09,2.9745128356989943e-09,6407779.129659012,0.5842857142857144,1.0,1e-05,0.29841913213083887,0.8468492063492066,0.01
96,2.5e-05,1.2142655694866078,0.17684776958239018,50,4.1513876516120426e-08,4.1943662383158186e-08,6407779.129659012,0.6980952380952381,1.0,0.0001,0.32944473721771594,0.5342698412698412,0.01
97,2.5e-05,1.4203927602569235,0.34621194076639294,50,2.1337901218122354e-06,2.1318215328087325e-06,6407779.129659012,0.7852380952380953,1.0,0.001,0.3423571428571428,0.2579603174603175,0.01
98,2.5e-05,1.5348843867051267,0.47420848128114357,50,2.404610717373615e-05,2.4051483839335683e-05,6407779.129659012,0.7957142857142857,1.0,0.01,0.32600000000000007,0.1951111111111111,0.01
99,2.5e-05,1.6850250327117973,0.8150599126544532,50,0.0006146002416424603,0.0006146421309607083,6407779.129659012,0.8204761904761906,1.0,0.1,0.45500000000000007,0.13765079365079366,0.01
